"サンプル","時間","デコーダー","Ann Row","Ann Class","値",
"901761","901.761 ms","I2C","Address/data","ACK","ACK",
"901765","901.765 ms","I2C","Address/data","Stop condition","Stop",
"901778","901.778 ms","I2C","Address/data","Start condition","Start",
"901781","901.781 ms","I2C","Bits","Data/address bit","1",
"901781","901.781 ms","I2C","Address/data","Address read","Address read: 70",
"901783","901.783 ms","I2C","Bits","Data/address bit","1",
"901786","901.786 ms","I2C","Bits","Data/address bit","1",
"901789","901.789 ms","I2C","Bits","Data/address bit","0",
"901791","901.791 ms","I2C","Bits","Data/address bit","0",
"901794","901.794 ms","I2C","Bits","Data/address bit","0",
"901797","901.797 ms","I2C","Bits","Data/address bit","0",
"901799","901.799 ms","I2C","Bits","Data/address bit","1",
"901799","901.799 ms","I2C","Address/data","Address read","Read",
"901802","901.802 ms","I2C","Address/data","ACK","ACK",
"901805","901.805 ms","I2C","Address/data","Data read","Data read: 00",
"901805","901.805 ms","I2C","Bits","Data/address bit","0",
"901808","901.808 ms","I2C","Bits","Data/address bit","0",
"901810","901.810 ms","I2C","Bits","Data/address bit","0",
"901813","901.813 ms","I2C","Bits","Data/address bit","0",
"901816","901.816 ms","I2C","Bits","Data/address bit","0",
"901818","901.818 ms","I2C","Bits","Data/address bit","0",
"901821","901.821 ms","I2C","Bits","Data/address bit","0",
"901824","901.824 ms","I2C","Bits","Data/address bit","0",
"901827","901.827 ms","I2C","Address/data","ACK","ACK",
"901830","901.830 ms","I2C","Address/data","Data read","Data read: 00",
"901830","901.830 ms","I2C","Bits","Data/address bit","0",
"901832","901.832 ms","I2C","Bits","Data/address bit","0",
"901835","901.835 ms","I2C","Bits","Data/address bit","0",
"901838","901.838 ms","I2C","Bits","Data/address bit","0",
"901840","901.840 ms","I2C","Bits","Data/address bit","0",
"901843","901.843 ms","I2C","Bits","Data/address bit","0",
"901846","901.846 ms","I2C","Bits","Data/address bit","0",
"901848","901.848 ms","I2C","Bits","Data/address bit","0",
"901852","901.852 ms","I2C","Address/data","ACK","ACK",
"901854","901.854 ms","I2C","Address/data","Data read","Data read: 00",
"901854","901.854 ms","I2C","Bits","Data/address bit","0",
"901857","901.857 ms","I2C","Bits","Data/address bit","0",
"901860","901.860 ms","I2C","Bits","Data/address bit","0",
"901862","901.862 ms","I2C","Bits","Data/address bit","0",
"901865","901.865 ms","I2C","Bits","Data/address bit","0",
"901868","901.868 ms","I2C","Bits","Data/address bit","0",
"901870","901.870 ms","I2C","Bits","Data/address bit","0",
"901873","901.873 ms","I2C","Bits","Data/address bit","0",
"901876","901.876 ms","I2C","Address/data","ACK","ACK",
"901879","901.879 ms","I2C","Address/data","Data read","Data read: 00",
"901879","901.879 ms","I2C","Bits","Data/address bit","0",
"901882","901.882 ms","I2C","Bits","Data/address bit","0",
"901884","901.884 ms","I2C","Bits","Data/address bit","0",
"901887","901.887 ms","I2C","Bits","Data/address bit","0",
"901890","901.890 ms","I2C","Bits","Data/address bit","0",
"901893","901.893 ms","I2C","Bits","Data/address bit","0",
"901895","901.895 ms","I2C","Bits","Data/address bit","0",
"901898","901.898 ms","I2C","Bits","Data/address bit","0",
"901902","901.902 ms","I2C","Address/data","ACK","ACK",
"901904","901.904 ms","I2C","Address/data","Data read","Data read: 00",
"901904","901.904 ms","I2C","Bits","Data/address bit","0",
"901907","901.907 ms","I2C","Bits","Data/address bit","0",
"901910","901.910 ms","I2C","Bits","Data/address bit","0",
"901912","901.912 ms","I2C","Bits","Data/address bit","0",
"901915","901.915 ms","I2C","Bits","Data/address bit","0",
"901918","901.918 ms","I2C","Bits","Data/address bit","0",
"901920","901.920 ms","I2C","Bits","Data/address bit","0",
"901923","901.923 ms","I2C","Bits","Data/address bit","0",
"901934","901.934 ms","I2C","Address/data","ACK","ACK",
"901937","901.937 ms","I2C","Address/data","Data read","Data read: 00",
"901937","901.937 ms","I2C","Bits","Data/address bit","0",
"901939","901.939 ms","I2C","Bits","Data/address bit","0",
"901942","901.942 ms","I2C","Bits","Data/address bit","0",
"901945","901.945 ms","I2C","Bits","Data/address bit","0",
"901947","901.947 ms","I2C","Bits","Data/address bit","0",
"901950","901.950 ms","I2C","Bits","Data/address bit","0",
"901953","901.953 ms","I2C","Bits","Data/address bit","0",
"901955","901.955 ms","I2C","Bits","Data/address bit","0",
"901958","901.958 ms","I2C","Address/data","NACK","NACK",
"901962","901.962 ms","I2C","Address/data","Stop condition","Stop",
"918354","918.354 ms","I2C","Address/data","Start condition","Start",
"918357","918.357 ms","I2C","Bits","Data/address bit","1",
"918357","918.357 ms","I2C","Address/data","Address write","Address write: 70",
"918360","918.360 ms","I2C","Bits","Data/address bit","1",
"918362","918.362 ms","I2C","Bits","Data/address bit","1",
"918365","918.365 ms","I2C","Bits","Data/address bit","0",
"918368","918.368 ms","I2C","Bits","Data/address bit","0",
"918370","918.370 ms","I2C","Bits","Data/address bit","0",
"918373","918.373 ms","I2C","Bits","Data/address bit","0",
"918376","918.376 ms","I2C","Bits","Data/address bit","0",
"918376","918.376 ms","I2C","Address/data","Address write","Write",
"918379","918.379 ms","I2C","Address/data","ACK","ACK",
"918381","918.381 ms","I2C","Address/data","Data write","Data write: 00",
"918381","918.381 ms","I2C","Bits","Data/address bit","0",
"918384","918.384 ms","I2C","Bits","Data/address bit","0",
"918387","918.387 ms","I2C","Bits","Data/address bit","0",
"918389","918.389 ms","I2C","Bits","Data/address bit","0",
"918392","918.392 ms","I2C","Bits","Data/address bit","0",
"918395","918.395 ms","I2C","Bits","Data/address bit","0",
"918397","918.397 ms","I2C","Bits","Data/address bit","0",
"918400","918.400 ms","I2C","Bits","Data/address bit","0",
"918403","918.403 ms","I2C","Address/data","ACK","ACK",
"918405","918.405 ms","I2C","Address/data","Data write","Data write: 01",
"918405","918.405 ms","I2C","Bits","Data/address bit","0",
"918408","918.408 ms","I2C","Bits","Data/address bit","0",
"918411","918.411 ms","I2C","Bits","Data/address bit","0",
"918413","918.413 ms","I2C","Bits","Data/address bit","0",
"918416","918.416 ms","I2C","Bits","Data/address bit","0",
"918419","918.419 ms","I2C","Bits","Data/address bit","0",
"918421","918.421 ms","I2C","Bits","Data/address bit","0",
"918424","918.424 ms","I2C","Bits","Data/address bit","1",
"918427","918.427 ms","I2C","Address/data","ACK","ACK",
"918430","918.430 ms","I2C","Address/data","Data write","Data write: 00",
"918430","918.430 ms","I2C","Bits","Data/address bit","0",
"918432","918.432 ms","I2C","Bits","Data/address bit","0",
"918435","918.435 ms","I2C","Bits","Data/address bit","0",
"918438","918.438 ms","I2C","Bits","Data/address bit","0",
"918440","918.440 ms","I2C","Bits","Data/address bit","0",
"918443","918.443 ms","I2C","Bits","Data/address bit","0",
"918446","918.446 ms","I2C","Bits","Data/address bit","0",
"918448","918.448 ms","I2C","Bits","Data/address bit","0",
"918451","918.451 ms","I2C","Address/data","ACK","ACK",
"918454","918.454 ms","I2C","Address/data","Data write","Data write: 40",
"918454","918.454 ms","I2C","Bits","Data/address bit","0",
"918456","918.456 ms","I2C","Bits","Data/address bit","1",
"918459","918.459 ms","I2C","Bits","Data/address bit","0",
"918462","918.462 ms","I2C","Bits","Data/address bit","0",
"918464","918.464 ms","I2C","Bits","Data/address bit","0",
"918467","918.467 ms","I2C","Bits","Data/address bit","0",
"918470","918.470 ms","I2C","Bits","Data/address bit","0",
"918472","918.472 ms","I2C","Bits","Data/address bit","0",
"918475","918.475 ms","I2C","Address/data","ACK","ACK",
"918483","918.483 ms","I2C","Address/data","Data write","Data write: 00",
"918483","918.483 ms","I2C","Bits","Data/address bit","0",
"918485","918.485 ms","I2C","Bits","Data/address bit","0",
"918488","918.488 ms","I2C","Bits","Data/address bit","0",
"918491","918.491 ms","I2C","Bits","Data/address bit","0",
"918493","918.493 ms","I2C","Bits","Data/address bit","0",
"918496","918.496 ms","I2C","Bits","Data/address bit","0",
"918499","918.499 ms","I2C","Bits","Data/address bit","0",
"918501","918.501 ms","I2C","Bits","Data/address bit","0",
"918504","918.504 ms","I2C","Address/data","ACK","ACK",
"918507","918.507 ms","I2C","Address/data","Data write","Data write: 00",
"918507","918.507 ms","I2C","Bits","Data/address bit","0",
"918509","918.509 ms","I2C","Bits","Data/address bit","0",
"918512","918.512 ms","I2C","Bits","Data/address bit","0",
"918515","918.515 ms","I2C","Bits","Data/address bit","0",
"918518","918.518 ms","I2C","Bits","Data/address bit","0",
"918520","918.520 ms","I2C","Bits","Data/address bit","0",
"918523","918.523 ms","I2C","Bits","Data/address bit","0",
"918526","918.526 ms","I2C","Bits","Data/address bit","0",
"918528","918.528 ms","I2C","Address/data","ACK","ACK",
"918531","918.531 ms","I2C","Address/data","Data write","Data write: 00",
"918531","918.531 ms","I2C","Bits","Data/address bit","0",
"918534","918.534 ms","I2C","Bits","Data/address bit","0",
"918536","918.536 ms","I2C","Bits","Data/address bit","0",
"918539","918.539 ms","I2C","Bits","Data/address bit","0",
"918542","918.542 ms","I2C","Bits","Data/address bit","0",
"918544","918.544 ms","I2C","Bits","Data/address bit","0",
"918547","918.547 ms","I2C","Bits","Data/address bit","0",
"918550","918.550 ms","I2C","Bits","Data/address bit","0",
"918552","918.552 ms","I2C","Address/data","ACK","ACK",
"918555","918.555 ms","I2C","Address/data","Data write","Data write: 00",
"918555","918.555 ms","I2C","Bits","Data/address bit","0",
"918558","918.558 ms","I2C","Bits","Data/address bit","0",
"918560","918.560 ms","I2C","Bits","Data/address bit","0",
"918563","918.563 ms","I2C","Bits","Data/address bit","0",
"918566","918.566 ms","I2C","Bits","Data/address bit","0",
"918569","918.569 ms","I2C","Bits","Data/address bit","0",
"918571","918.571 ms","I2C","Bits","Data/address bit","0",
"918574","918.574 ms","I2C","Bits","Data/address bit","0",
"918577","918.577 ms","I2C","Address/data","ACK","ACK",
"918579","918.579 ms","I2C","Address/data","Data write","Data write: 00",
"918579","918.579 ms","I2C","Bits","Data/address bit","0",
"918582","918.582 ms","I2C","Bits","Data/address bit","0",
"918585","918.585 ms","I2C","Bits","Data/address bit","0",
"918587","918.587 ms","I2C","Bits","Data/address bit","0",
"918590","918.590 ms","I2C","Bits","Data/address bit","0",
"918593","918.593 ms","I2C","Bits","Data/address bit","0",
"918595","918.595 ms","I2C","Bits","Data/address bit","0",
"918598","918.598 ms","I2C","Bits","Data/address bit","0",
"918601","918.601 ms","I2C","Address/data","ACK","ACK",
"918603","918.603 ms","I2C","Address/data","Data write","Data write: 00",
"918603","918.603 ms","I2C","Bits","Data/address bit","0",
"918606","918.606 ms","I2C","Bits","Data/address bit","0",
"918609","918.609 ms","I2C","Bits","Data/address bit","0",
"918612","918.612 ms","I2C","Bits","Data/address bit","0",
"918614","918.614 ms","I2C","Bits","Data/address bit","0",
"918617","918.617 ms","I2C","Bits","Data/address bit","0",
"918620","918.620 ms","I2C","Bits","Data/address bit","0",
"918622","918.622 ms","I2C","Bits","Data/address bit","0",
"918625","918.625 ms","I2C","Address/data","ACK","ACK",
"918628","918.628 ms","I2C","Address/data","Data write","Data write: 00",
"918628","918.628 ms","I2C","Bits","Data/address bit","0",
"918630","918.630 ms","I2C","Bits","Data/address bit","0",
"918633","918.633 ms","I2C","Bits","Data/address bit","0",
"918636","918.636 ms","I2C","Bits","Data/address bit","0",
"918638","918.638 ms","I2C","Bits","Data/address bit","0",
"918641","918.641 ms","I2C","Bits","Data/address bit","0",
"918644","918.644 ms","I2C","Bits","Data/address bit","0",
"918646","918.646 ms","I2C","Bits","Data/address bit","0",
"918649","918.649 ms","I2C","Address/data","ACK","ACK",
"918652","918.652 ms","I2C","Address/data","Data write","Data write: 00",
"918652","918.652 ms","I2C","Bits","Data/address bit","0",
"918654","918.654 ms","I2C","Bits","Data/address bit","0",
"918657","918.657 ms","I2C","Bits","Data/address bit","0",
"918660","918.660 ms","I2C","Bits","Data/address bit","0",
"918663","918.663 ms","I2C","Bits","Data/address bit","0",
"918665","918.665 ms","I2C","Bits","Data/address bit","0",
"918668","918.668 ms","I2C","Bits","Data/address bit","0",
"918671","918.671 ms","I2C","Bits","Data/address bit","0",
"918673","918.673 ms","I2C","Address/data","ACK","ACK",
"918676","918.676 ms","I2C","Address/data","Data write","Data write: 00",
"918676","918.676 ms","I2C","Bits","Data/address bit","0",
"918679","918.679 ms","I2C","Bits","Data/address bit","0",
"918681","918.681 ms","I2C","Bits","Data/address bit","0",
"918684","918.684 ms","I2C","Bits","Data/address bit","0",
"918687","918.687 ms","I2C","Bits","Data/address bit","0",
"918689","918.689 ms","I2C","Bits","Data/address bit","0",
"918692","918.692 ms","I2C","Bits","Data/address bit","0",
"918695","918.695 ms","I2C","Bits","Data/address bit","0",
"918697","918.697 ms","I2C","Address/data","ACK","ACK",
"918706","918.706 ms","I2C","Address/data","Data write","Data write: 00",
"918706","918.706 ms","I2C","Bits","Data/address bit","0",
"918709","918.709 ms","I2C","Bits","Data/address bit","0",
"918712","918.712 ms","I2C","Bits","Data/address bit","0",
"918714","918.714 ms","I2C","Bits","Data/address bit","0",
"918717","918.717 ms","I2C","Bits","Data/address bit","0",
"918720","918.720 ms","I2C","Bits","Data/address bit","0",
"918722","918.722 ms","I2C","Bits","Data/address bit","0",
"918725","918.725 ms","I2C","Bits","Data/address bit","0",
"918728","918.728 ms","I2C","Address/data","ACK","ACK",
"918730","918.730 ms","I2C","Address/data","Data write","Data write: 00",
"918730","918.730 ms","I2C","Bits","Data/address bit","0",
"918733","918.733 ms","I2C","Bits","Data/address bit","0",
"918736","918.736 ms","I2C","Bits","Data/address bit","0",
"918738","918.738 ms","I2C","Bits","Data/address bit","0",
"918741","918.741 ms","I2C","Bits","Data/address bit","0",
"918744","918.744 ms","I2C","Bits","Data/address bit","0",
"918746","918.746 ms","I2C","Bits","Data/address bit","0",
"918749","918.749 ms","I2C","Bits","Data/address bit","0",
"918752","918.752 ms","I2C","Address/data","ACK","ACK",
"918754","918.754 ms","I2C","Address/data","Data write","Data write: 00",
"918754","918.754 ms","I2C","Bits","Data/address bit","0",
"918757","918.757 ms","I2C","Bits","Data/address bit","0",
"918760","918.760 ms","I2C","Bits","Data/address bit","0",
"918763","918.763 ms","I2C","Bits","Data/address bit","0",
"918765","918.765 ms","I2C","Bits","Data/address bit","0",
"918768","918.768 ms","I2C","Bits","Data/address bit","0",
"918771","918.771 ms","I2C","Bits","Data/address bit","0",
"918773","918.773 ms","I2C","Bits","Data/address bit","0",
"918776","918.776 ms","I2C","Address/data","ACK","ACK",
"918779","918.779 ms","I2C","Address/data","Data write","Data write: 00",
"918779","918.779 ms","I2C","Bits","Data/address bit","0",
"918781","918.781 ms","I2C","Bits","Data/address bit","0",
"918784","918.784 ms","I2C","Bits","Data/address bit","0",
"918787","918.787 ms","I2C","Bits","Data/address bit","0",
"918789","918.789 ms","I2C","Bits","Data/address bit","0",
"918792","918.792 ms","I2C","Bits","Data/address bit","0",
"918795","918.795 ms","I2C","Bits","Data/address bit","0",
"918797","918.797 ms","I2C","Bits","Data/address bit","0",
"918800","918.800 ms","I2C","Address/data","ACK","ACK",
"918804","918.804 ms","I2C","Address/data","Stop condition","Stop",
"935196","935.196 ms","I2C","Address/data","Start condition","Start",
"935198","935.198 ms","I2C","Bits","Data/address bit","1",
"935198","935.198 ms","I2C","Address/data","Address write","Address write: 70",
"935201","935.201 ms","I2C","Bits","Data/address bit","1",
"935204","935.204 ms","I2C","Bits","Data/address bit","1",
"935206","935.206 ms","I2C","Bits","Data/address bit","0",
"935209","935.209 ms","I2C","Bits","Data/address bit","0",
"935212","935.212 ms","I2C","Bits","Data/address bit","0",
"935214","935.214 ms","I2C","Bits","Data/address bit","0",
"935217","935.217 ms","I2C","Bits","Data/address bit","0",
